word_in_doc,similarity,actual_medical_word
all,86,Fall
all,86,Fall
ever,89,Fever
Could,89,Cold
old,86,Cold
old,86,Cold
all,86,Fall
out,86,Gout
bleeding,88,Bleeding
anxiety,86,Anxiety
old,86,Cold
anxiety,86,Anxiety
out,86,Gout
out,86,Gout
anxiety,86,Anxiety
all,86,Fall
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
MS,100,MS
heart attack,92,Heart attack
old,86,Cold
old,86,Cold
all,86,Fall
a throbbing,88,Head throbbing
redness,88,Tiredness
redness,88,Tiredness
all,86,Fall
redness,88,Tiredness
redness,88,Tiredness
blisters,88,Blisters
ever,89,Fever
War,86,Wart
War,86,Wart
War,86,Wart
all,86,Fall
all,86,Fall
all,86,Fall
"bacterial infection,",92,Bacterial infection
out,86,Gout
all,86,Fall
out,86,Gout
oil,86,Boil
blue lips,89,Blue lips
old,86,Cold
all,86,Fall
spaced out,90,Spaced out
out,86,Gout
staring,86,Staring
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
confused,88,Confused
old,86,Cold
itching,88,Twitching
old,86,Cold
all,86,Fall
Could,89,Cold
shooting pains,89,Shooting pain
all,86,Fall
back pain,89,Back pain
out,86,Gout
all,86,Fall
ever,89,Fever
out,86,Gout
"frequent headaches,",92,Frequent headaches
chest pains,86,Chest pain
"hot flashes,",87,Hot flashes
"mood swings,",87,Mood swings
eating,86,Sweating
eating,86,Sweating
hot flashes,91,Hot flashes
all,86,Fall
out,86,Gout
out,86,Gout
old,86,Cold
out,86,Gout
all,86,Fall
sore throat,91,Sore throat
swelling,88,Swelling
swelling,88,Swelling
Diabetic,100,Diabetic
infection,89,Infection
an infection,88,Ear infection
infection,89,Infection
old,86,Cold
infection,89,Infection
red sore,88,Bed sore
old,86,Cold
Autisum,92,Autism
out,86,Gout
staring,86,Staring
all,86,Fall
eating,86,Sweating
eating,86,Sweating
rising,86,Bruising
"difference,",87,Indifference
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
dehydration,91,Dehydration
tiredness,89,Tiredness
out,86,Gout
out,86,Gout
pneumonia,89,Pneumonia
blood pressure,88,Low blood pressure
diarrhea,88,Diarrhea
of discomfort,86,Foot discomfort
discomfort,90,Discomfort
swelling,88,Swelling
all,86,Fall
conjuntivitis,89,Conjunctivitis
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
eye infection,92,Eye infection
infection,89,Infection
old,86,Cold
to Hepatitis,86,Hepatitis
Hepatitis,100,Hepatitis
Hepatitis,100,Hepatitis
to Hepatitis,86,Hepatitis
Hepatitis,100,Hepatitis
of Hepatitis,86,Hepatitis
Hepatitis,100,Hepatitis
Hepatitis,100,Hepatitis
Hepatis,88,Hepatitis
Hepatitis,100,Hepatitis
out,86,Gout
old,86,Cold
all,86,Fall
out,86,Gout
anxiety,86,Anxiety
out,86,Gout
vomiting,88,Vomiting
painting,88,Fainting
all,86,Fall
all,86,Fall
old,86,Cold
old,86,Cold
stomach cramps,93,Stomach cramps
Got,86,Gout
all,86,Fall
old,86,Cold
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
panic attack,92,Panic attack
cataracts,89,Cataracts
cataract,88,Cataract
cataract,88,Cataract
cataract,88,Cataract
difference,91,Indifference
cataract,88,Cataract
cataract,88,Cataract
cataract,88,Cataract
nervous,86,Nervous
eating,86,Sweating
age,86,Rage
age,86,Rage
out,86,Gout
shooting pains,89,Shooting pain
all,86,Fall
out,86,Gout
old,86,Cold
all,86,Fall
all,86,Fall
out,86,Gout
oil,86,Boil
age,86,Rage
out,86,Gout
all,86,Fall
all,86,Fall
ever,89,Fever
bleeding,88,Bleeding
ever,89,Fever
out,86,Gout
old,86,Cold
out,86,Gout
old,86,Cold
old,86,Cold
eating,86,Sweating
all,86,Fall
out,86,Gout
eating,86,Sweating
eating,86,Sweating
all,86,Fall
old,86,Cold
out,86,Gout
out,86,Gout
all,86,Fall
nauseous,88,Nauseous
all,86,Fall
vomiting,88,Vomiting
diarrhea,88,Diarrhea
a fever,88,Hay fever
nauseous,88,Nauseous
eating,86,Sweating
nervous,86,Nervous
old,86,Cold
eating,86,Sweating
all,86,Fall
eating,86,Sweating
vomiting,88,Vomiting
out,86,Gout
old,86,Cold
old,86,Cold
swelling,88,Swelling
itching,88,Twitching
old,86,Cold
blood pressure,88,Low blood pressure
blood pressure,88,Low blood pressure
out,86,Gout
"sore throat,",87,Sore throat
all,86,Fall
out,86,Gout
out,86,Gout
confused,88,Confused
blood pressure,88,Low blood pressure
ovarian cyst,92,Ovarian cyst
vaginal discharge,94,Vaginal discharge
irregular periods,94,Irregular periods
miscarriage?,87,Miscarriage
all,86,Fall
old,86,Cold
old,86,Cold
tingling,88,Stinging
tingling,88,Stinging
tingling,88,Stinging
itching,88,Twitching
all,86,Fall
infection,89,Infection
all,86,Fall
tingling,88,Stinging
out,86,Gout
all,86,Fall
tingling,88,Stinging
all,86,Fall
headache,88,Headache
stomach pain,92,Stomach pain
blisters,88,Blisters
ever,89,Fever
all,86,Fall
all,86,Fall
out,86,Gout
tingling,88,Stinging
ever,89,Fever
out,86,Gout
all,86,Fall
epilepsy,88,Epilepsy
all,86,Fall
out,86,Gout
out,86,Gout
chronic pain,92,Chronic pain
rheumatoid arthritis,95,Rheumatoid arthritis
arthritis,89,Arthritis
kidney failure,93,Kidney failure
clear discharge,86,Ear discharge
old,86,Cold
all,86,Fall
all,86,Fall
all,86,Fall
rising,86,Bruising
oil,86,Boil
out,86,Gout
oil,86,Boil
all,86,Fall
retinal tear,92,Retinal tear
ever,89,Fever
out,86,Gout
all,86,Fall
out,86,Gout
tension,86,Tension
blood pressure,88,Low blood pressure
dehydration?,87,Dehydration
out,86,Gout
anxiety,86,Anxiety
dehydration,91,Dehydration
all,86,Fall
all,86,Fall
all,86,Fall
migraine,88,Migraine
out,86,Gout
all,86,Fall
weight gain,91,Weight gain
all,86,Fall
ever,89,Fever
arthritis,89,Arthritis
out,86,Gout
mood swings,91,Mood swings
out,86,Gout
panic attack,92,Panic attack
Joint pain,100,Joint pain
digestion,90,Indigestion
Blood pressure,88,Blood pressure low
eating,86,Sweating
kidney stones,92,Kidney stones
fertilityI,86,Infertility
fertility,90,Infertility
coughing,88,Coughing
out,86,Gout
coughing,88,Coughing
out,86,Gout
out,86,Gout
ever,89,Fever
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
old,86,Cold
out,86,Gout
ever,89,Fever
no difference,88,Indifference
difference,91,Indifference
frozen shoulder,93,Frozen shoulder
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
blister,86,Blister
old,86,Cold
old,86,Cold
nutrition,86,Malnutrition
all,86,Fall
Fatigue,100,Fatigue
out,86,Gout
old,86,Cold
all,86,Fall
old,86,Cold
out,86,Gout
eating,86,Sweating
arthritis,89,Arthritis
all,86,Fall
overdose,88,Overdose
overdose,88,Overdose
out,86,Gout
all,86,Fall
overweight,90,Overweight
regular period,90,Irregular periods
all,86,Fall
rising,86,Bruising
old,86,Cold
out,86,Gout
"painful intercourse,",92,Painful intercourse
back pain,89,Back pain
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
old,86,Cold
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
miscarriages,87,Miscarriage
miscarriage,91,Miscarriage
out,86,Gout
old,86,Cold
exhaustion,90,Exhaustion
headache,88,Headache
vertigo,86,Vertigo
vertigo,86,Vertigo
vertigo,86,Vertigo
unsteadiness,92,Unsteadiness
and discomfort,90,Head discomfort
discomfort,90,Discomfort
vertigo,86,Vertigo
all,86,Fall
"exhaustion,",86,Exhaustion
dizziness,89,Dizziness
all,86,Fall
all,86,Fall
all,86,Fall
blood pressure,88,Low blood pressure
Could,89,Cold
dehydration,91,Dehydration
exhaustion,90,Exhaustion
Could,89,Cold
vertigo,86,Vertigo
sinus infection,93,Sinus infection
infection,89,Infection
ear,86,Fear
vertigo,86,Vertigo
headache,88,Headache
ever,89,Fever
old,86,Cold
out,86,Gout
eating,86,Sweating
ADHD,100,ADHD
color vision,87,Poor vision
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
diabetes,88,Diabetes
blood pressure,88,Low blood pressure
trembling,89,Trembling
weird feeling,92,Weird feeling
a fever,88,Hay fever
Could,89,Cold
tuberculosis,92,Tuberculosis
all,86,Fall
all,86,Fall
all,86,Fall
old,86,Cold
out,86,Gout
gastroenteritis,93,Gastroenteritis
ever,89,Fever
regurgitation,92,Regurgitation
all,86,Fall
all,86,Fall
out,86,Gout
old,86,Cold
all,86,Fall
spaced out,90,Spaced out
out,86,Gout
nervous,86,Nervous
panic attacks,92,Panic attacks
all,86,Fall
sweating,88,Sweating
spaced out,90,Spaced out
out,86,Gout
panic attacks?,89,Panic attacks
panic attacks,92,Panic attacks
all,86,Fall
double vision,92,Double vision
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
stomach aches,88,Stomach ache
headache,88,Headache
old,86,Cold
eating,86,Sweating
stomach aches,88,Stomach ache
nauseous,88,Nauseous
out,86,Gout
out,86,Gout
out,86,Gout
any inflammation,88,Eye inflammation
inflammation,92,Inflammation
abdominal discomfort,95,Abdominal discomfort
discomfort,90,Discomfort
abdominal discomfort,95,Abdominal discomfort
discomfort,90,Discomfort
fatigue,86,Fatigue
dizziness,89,Dizziness
headache,88,Headache
light headedness,90,Lightheadedness
out,86,Gout
violent,86,Violent
of discomfort,86,Foot discomfort
discomfort,90,Discomfort
old,86,Cold
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
tooth abscess,92,Tooth abscess
abscess,86,Abscess
out,86,Gout
bleeding,88,Bleeding
old,86,Cold
blood pressure,88,Low blood pressure
all,86,Fall
anxiety,86,Anxiety
mental disorder,93,Mental disorder
sore throat,91,Sore throat
Tonsillitis,100,Tonsillitis
"Tonsillitis,",96,Tonsillitis
sore throat,91,Sore throat
ever,89,Fever
yeast infection,93,Yeast infection
infection,89,Infection
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
confused,88,Confused
sore throat?,87,Sore throat
all,86,Fall
old,86,Cold
out,86,Gout
trembling,89,Trembling
out,86,Gout
out,86,Gout
chest pain,90,Chest pain
ovarian cysts,88,Ovarian cyst
out,86,Gout
pinching sensation,89,Spinning sensation
yeast infections,90,Yeast infection
oil,86,Boil
oil,86,Boil
old,86,Cold
out,86,Gout
old,86,Cold
all,86,Fall
out,86,Gout
miscarriage),87,Miscarriage
out,86,Gout
infertility,91,Infertility
out,86,Gout
fertility,90,Infertility
light-headed,92,Light-headed
ever,89,Fever
Breast in,90,Breast pain
all,86,Fall
out,86,Gout
Overweight,100,Overweight
a pain,86,Ear pain
out,86,Gout
a pain,86,Ear pain
blindness,89,Blindness
epilepsy,88,Epilepsy
schizophrenia,92,Schizophrenia
old,86,Cold
blindness,89,Blindness
auditory hullucinations,91,Auditory hallucinations
hullucinations,86,Hallucinations
blindness,89,Blindness
all,86,Fall
all,86,Fall
kidney stones,92,Kidney stones
of deficiency,86,Iron deficiency
all,86,Fall
iron deficency,90,Iron deficiency
iron deficeny,86,Iron deficiency
out,86,Gout
out,86,Gout
out,86,Gout
old,86,Cold
all,86,Fall
old,86,Cold
stiffness,89,Stiffness
old,86,Cold
all,86,Fall
frozen shoulder,93,Frozen shoulder
all,86,Fall
old,86,Cold
old,86,Cold
violent,86,Violent
anxiety,86,Anxiety
anxiety,86,Anxiety
out,86,Gout
eating,86,Sweating
nutrition,86,Malnutrition
patience,89,Impatience
out,86,Gout
old,86,Cold
palpitation,87,Palpitations
palpitations,92,Palpitations
all,86,Fall
frozen shoulder,93,Frozen shoulder
arthritis,89,Arthritis
out,86,Gout
all,86,Fall
all,86,Fall
ADHD,100,ADHD
all,86,Fall
all,86,Fall
ever,89,Fever
swelling,88,Swelling
all,86,Fall
"inflammation,",88,Inflammation
all,86,Fall
out,86,Gout
old,86,Cold
age,86,Rage
out,86,Gout
out,86,Gout
all,86,Fall
eating,86,Sweating
coughing,88,Coughing
coughing,88,Coughing
all,86,Fall
Asthma,100,Asthma
pneumonia,89,Pneumonia
Cough,100,Cough
sickness,88,Sickness
Asthma,100,Asthma
Could,89,Cold
old,86,Cold
pneumonia,89,Pneumonia
all,86,Fall
all,86,Fall
out,86,Gout
headache,88,Headache
nervous,86,Nervous
swelling,88,Swelling
all,86,Fall
fertility,90,Infertility
fertility,90,Infertility
fertility,90,Infertility
all,86,Fall
tinnitus,88,Tinnitus
dizziness,89,Dizziness
MS,100,MS
Lyme's disease,92,Lyme disease
blood pressure,88,Low blood pressure
out,86,Gout
out,86,Gout
frequent headaches,94,Frequent headaches
Pain,100,Pain
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
out,86,Gout
out,86,Gout
Muscle tightness-,97,Muscle tightness
fatigue,86,Fatigue
oil,86,Boil
all,86,Fall
confused,88,Confused
age,86,Rage
age,86,Rage
miscarriage?,87,Miscarriage
weightloss,86,Weight loss
all,86,Fall
all,86,Fall
out,86,Gout
all,86,Fall
bleeding,88,Bleeding
out,86,Gout
miscarriage,91,Miscarriage
out,86,Gout
out,86,Gout
bleeding,88,Bleeding
out,86,Gout
all,86,Fall
passed out,90,Passed out
out,86,Gout
old,86,Cold
spina bifida,92,Spina bifida
old,86,Cold
arthritis,89,Arthritis
stiffness,89,Stiffness
arthritis,89,Arthritis
ever,89,Fever
swelling,88,Swelling
swelling,88,Swelling
swelling,88,Swelling
out,86,Gout
swelling,88,Swelling
swelling,88,Swelling
confused,88,Confused
old,86,Cold
itching,88,Twitching
itching,88,Twitching
itchy skin,90,Itchy skin
ever,89,Fever
all,86,Fall
viginal discharge,88,Vaginal discharge
itching,88,Twitching
redness,88,Tiredness
dry skin,88,Dry skin
all,86,Fall
old,86,Cold
old,86,Cold
jaundice,88,Jaundice
all,86,Fall
Corn,89,Corns
out,86,Gout
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
a burning,86,Pain burning
all,86,Fall
all,86,Fall
out,86,Gout
a fever,88,Hay fever
headache,88,Headache
all,86,Fall
out,86,Gout
out,86,Gout
miscarriage,91,Miscarriage
miscarriage,91,Miscarriage
miscarriage,91,Miscarriage
out,86,Gout
all,86,Fall
anxiety,86,Anxiety
ever,89,Fever
confusion,89,Confusion
out,86,Gout
difference,91,Indifference
ever,89,Fever
hypertension,92,Hypertension
old,86,Cold
eating,86,Sweating
out,86,Gout
all,86,Fall
old,86,Cold
old,86,Cold
old,86,Cold
redness,88,Tiredness
all,86,Fall
Confuse,93,Confused
Hernia,100,Hernia
all,86,Fall
"allergic reaction,",91,Allergic reaction
all,86,Fall
all,86,Fall
out,86,Gout
old,86,Cold
ever,89,Fever
all,86,Fall
old,86,Cold
diabetes,88,Diabetes
eating,86,Sweating
differece,86,Indifference
all,86,Fall
and discomfort,90,Head discomfort
discomfort,90,Discomfort
"endometrial canncer,",89,Endometrial cancer
difference,91,Indifference
Could,89,Cold
Could,89,Cold
ovarian cancer,93,Ovarian cancer
out,86,Gout
discomfort,90,Discomfort
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
all,86,Fall
thaking,86,Shaking
old,86,Cold
age,86,Rage
old,86,Cold
all,86,Fall
bleeding,88,Bleeding
"weight, gain",87,Weight gain
old,86,Cold
out,86,Gout
by bleeding,87,Eye bleeding
bleeding,88,Bleeding
all,86,Fall
bleeding,88,Bleeding
confused,88,Confused
all,86,Fall
stomach ulcers,89,Stomach ulcer
gastritis,89,Gastritis
gastritis,89,Gastritis
all,86,Fall
heals,91,Wheals
infection,89,Infection
tension,86,Tension
irritable,89,Irritable
ear,86,Fear
anxiety,86,Anxiety
all,86,Fall
old,86,Cold
cataracts,89,Cataracts
astigmatism,91,Astigmatism
all,86,Fall
a discharge,92,Ear discharge
out,86,Gout
irregular periods,94,Irregular periods
miscarriages,87,Miscarriage
weight loss,91,Weight loss
weight loss?,87,Weight loss
overweight,90,Overweight
out,86,Gout
out,86,Gout
swelling,88,Swelling
old,86,Cold
bleeding,88,Bleeding
breast cancer,92,Breast cancer
old,86,Cold
out,86,Gout
"feeling sick,",88,Feeling sick
old,86,Cold
breast cysts,87,Breast cyst
ever,89,Fever
sickness,88,Sickness
fatigue,86,Fatigue
itching,88,Twitching
old,86,Cold
out,86,Gout
difference,91,Indifference
all,86,Fall
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
ever,89,Fever
old,86,Cold
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
ADHD,100,ADHD
mood swings,91,Mood swings
"ADHD,",89,ADHD
out,86,Gout
ADHD?,89,ADHD
old,86,Cold
swelling,88,Swelling
discomfort,90,Discomfort
all,86,Fall
swelling,88,Swelling
old,86,Cold
ever,89,Fever
all,86,Fall
old,86,Cold
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
nutrition,86,Malnutrition
Could,89,Cold
all,86,Fall
bleeding,88,Bleeding
all,86,Fall
out,86,Gout
fibromyalgia,92,Fibromyalgia
fibromyalgia,92,Fibromyalgia
incontinence,92,Incontinence
normal stool,89,Abnormal stools
old,86,Cold
all,86,Fall
ale,86,Pale
all,86,Fall
ever,89,Fever
ever,89,Fever
ever,89,Fever
old,86,Cold
ever,89,Fever
all,86,Fall
ever,89,Fever
all,86,Fall
addiction,89,Addiction
ever,89,Fever
rising,86,Bruising
out,86,Gout
old,86,Cold
all,86,Fall
all,86,Fall
old,86,Cold
weakness,88,Weakness
twitching,89,Twitching
all,86,Fall
constipation,92,Constipation
Lumbar spine,87,Lumbar pain
out,86,Gout
all,86,Fall
out,86,Gout
gastritis,89,Gastritis
gastritis,89,Gastritis
out,86,Gout
out,86,Gout
gastritis,89,Gastritis
all,86,Fall
feeling sick,92,Feeling sick
an attack,86,Panic attack
all,86,Fall
cataracts,89,Cataracts
all,86,Fall
astigmatism,91,Astigmatism
lymphoma,88,Lymphoma
nauseous,88,Nauseous
cataract,88,Cataract
photophobia,91,Photophobia
all,86,Fall
miscarriage,91,Miscarriage
all,86,Fall
sweating,88,Sweating
allergic reaction,94,Allergic reaction
Infection,100,Infection
infection,89,Infection
infection,89,Infection
all,86,Fall
rising,86,Bruising
heartburn,89,Heartburn
eating,86,Sweating
old,86,Cold
coughing,88,Coughing
blood pressure,88,Low blood pressure
hyper active,87,Hyperactive
old,86,Cold
all,86,Fall
migraine,88,Migraine
blurred vision,93,Blurred vision
migraine,88,Migraine
all,86,Fall
confused,88,Confused
out,86,Gout
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
"aggression,",86,Aggression
all,86,Fall
all,86,Fall
out,86,Gout
old,86,Cold
redness,88,Tiredness
ear,86,Fear
Headaches,94,Headache
all,86,Fall
"Faint,",91,Faint
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
old,86,Cold
all,86,Fall
out,86,Gout
all,86,Fall
old,86,Cold
sore throat,91,Sore throat
old,86,Cold
fertility,90,Infertility
in infection,92,Skin infection
infection,89,Infection
the infection,86,Chest infection
infection,89,Infection
shaking,86,Shaking
MS,100,MS
MS,100,MS
"double vision,",89,Double vision
all,86,Fall
MS,100,MS
blisters,88,Blisters
gum bleeding,92,Gum bleeding
bleeding,88,Bleeding
constipation,92,Constipation
gum bleeding,92,Gum bleeding
bleeding,88,Bleeding
bleeding,88,Bleeding
my discharge,88,Eye discharge
emotional problems,94,Emotional problems
"aggressiveness,",90,Aggressiveness
pelvic pain,91,Pelvic pain
appendicitis,92,Appendicitis
Pain,100,Pain
appendicitis,92,Appendicitis
kidney stones,92,Kidney stones
out,86,Gout
all,86,Fall
shooting pain,92,Shooting pain
"kidney stones,",89,Kidney stones
out,86,Gout
all,86,Fall
all,86,Fall
age,86,Rage
age,86,Rage
all,86,Fall
all,86,Fall
misscarriage,87,Miscarriage
out,86,Gout
all,86,Fall
miscarriage,91,Miscarriage
eating,86,Sweating
out,86,Gout
eating,86,Sweating
all,86,Fall
all,86,Fall
out,86,Gout
old,86,Cold
ever,89,Fever
miscarriage,91,Miscarriage
bleeding,88,Bleeding
confused,88,Confused
old,86,Cold
nervous,86,Nervous
me bleeding,87,Eye bleeding
bleeding,88,Bleeding
abdominal pain,93,Abdominal pain
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
soft stools,91,Soft stools
appendicitis,92,Appendicitis
all,86,Fall
all,86,Fall
bleeding,88,Bleeding
old,86,Cold
seizure,86,Seizure
screaming,89,Screaming
seizure,86,Seizure
seizure,86,Seizure
out,86,Gout
epilepsy,88,Epilepsy
old,86,Cold
ADHD,100,ADHD
old,86,Cold
allergy,86,Allergy
all,86,Fall
out,86,Gout
confused,88,Confused
out,86,Gout
old,86,Cold
overweight,90,Overweight
age,86,Rage
eating,86,Sweating
weight loss,91,Weight loss
bleeding,88,Bleeding
hypertension,92,Hypertension
all,86,Fall
age,86,Rage
all,86,Fall
old,86,Cold
out,86,Gout
all,86,Fall
out,86,Gout
old,86,Cold
age,86,Rage
all,86,Fall
all,86,Fall
out,86,Gout
breast cancer,92,Breast cancer
old,86,Cold
confused,88,Confused
confused,88,Confused
inflammation,92,Inflammation
out,86,Gout
old,86,Cold
out,86,Gout
out,86,Gout
a pain,86,Ear pain
all,86,Fall
all,86,Fall
fertility,90,Infertility
fertility,90,Infertility
all,86,Fall
fertility,90,Infertility
age,86,Rage
back pain,89,Back pain
all,86,Fall
out,86,Gout
rising,86,Bruising
War,86,Wart
old,86,Cold
ear,86,Fear
out,86,Gout
ever,89,Fever
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
difference,91,Indifference
old,86,Cold
bleeding,88,Bleeding
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
out,86,Gout
passed out,90,Passed out
out,86,Gout
out,86,Gout
eye disease,87,Lyme disease
all,86,Fall
all,86,Fall
out,86,Gout
abscess,86,Abscess
age,86,Rage
out,86,Gout
age,86,Rage
out,86,Gout
all,86,Fall
old,86,Cold
old,86,Cold
old,86,Cold
old,86,Cold
Drooping,88,Drooling
out,86,Gout
old,86,Cold
ever,89,Fever
out,86,Gout
age,86,Rage
Cancer,100,Cancer
old,86,Cold
bone cancer,91,Bone cancer
all,86,Fall
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
all,86,Fall
old,86,Cold
out,86,Gout
out,86,Gout
violent,86,Violent
out,86,Gout
old,86,Cold
old,86,Cold
all,86,Fall
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
fertility,90,Infertility
swelling,88,Swelling
astigmatism,91,Astigmatism
old,86,Cold
my patience,86,Impatience
patience,89,Impatience
out,86,Gout
difference?,87,Indifference
out,86,Gout
ever,89,Fever
all,86,Fall
old,86,Cold
out,86,Gout
eating,86,Sweating
out,86,Gout
unconsciousness,93,Unconsciousness
schizophrenia,92,Schizophrenia
impotence,89,Impotence
all,86,Fall
old,86,Cold
all,86,Fall
a infection,92,Ear infection
infection,89,Infection
weight loss,91,Weight loss
all,86,Fall
union,91,Bunion
all,86,Fall
screaming,89,Screaming
all,86,Fall
all,86,Fall
all,86,Fall
miscarriage,91,Miscarriage
swelling,88,Swelling
redness,88,Tiredness
"astigmatism,",87,Astigmatism
back injury,91,Back injury
age,86,Rage
hair loss,89,Hair loss
hair loss,89,Hair loss
hair loss,89,Hair loss
out,86,Gout
retina tear,87,Retinal tear
and pressure,88,Head pressure
bleeding,88,Bleeding
old,86,Cold
blindness,89,Blindness
"vision loss,",87,Vision loss
cataract,88,Cataract
all,86,Fall
old,86,Cold
out,86,Gout
old,86,Cold
pelvic pain,91,Pelvic pain
out,86,Gout
all,86,Fall
out,86,Gout
all,86,Fall
all,86,Fall
out,86,Gout
all,86,Fall
old,86,Cold
out,86,Gout
out,86,Gout
all,86,Fall
out,86,Gout
breast cancer,92,Breast cancer
bleeding,88,Bleeding
pelvic pain,91,Pelvic pain
like symptoms,87,Flu-like symptoms
out,86,Gout
all,86,Fall
old,86,Cold
out,86,Gout
swelling,88,Swelling
swelling,88,Swelling
swelling,88,Swelling
old,86,Cold
screaming,89,Screaming
all,86,Fall
infection,89,Infection
out,86,Gout
all,86,Fall
out,86,Gout
out,86,Gout
an infection,88,Ear infection
infection,89,Infection
ever,89,Fever
old,86,Cold
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
burping,86,Burping
feeling unwell,93,Feeling unwell
age,86,Rage
old,86,Cold
all,86,Fall
ear,86,Fear
old,86,Cold
coughing,88,Coughing
old,86,Cold
all,86,Fall
muscle pain,91,Muscle pain
out,86,Gout
infection,89,Infection
infection,89,Infection
ear,86,Fear
nauseous,88,Nauseous
old,86,Cold
all,86,Fall
blurred vision,93,Blurred vision
old,86,Cold
old,86,Cold
all,86,Fall
bleeding,88,Bleeding
bleeding,88,Bleeding
ever,89,Fever
old,86,Cold
malabsorption?,89,Malabsorption
a malabsorption,86,Malabsorption
malabsorption,92,Malabsorption
swelling,88,Swelling
all,86,Fall
ever,89,Fever
all,86,Fall
old,86,Cold
ever,89,Fever
old,86,Cold
out,86,Gout
old,86,Cold
breast cancer,92,Breast cancer
old,86,Cold
old,86,Cold
ever,89,Fever
ever,89,Fever
cold sores,90,Cold sores
old,86,Cold
double vision,92,Double vision
double vision,92,Double vision
blood pressure,88,Low blood pressure
ever,89,Fever
irregular period,91,Irregular periods
bleeding,88,Bleeding
bleeding,88,Bleeding
old,86,Cold
old,86,Cold
ever,89,Fever
out,86,Gout
out,86,Gout
"weight loss,",87,Weight loss
weight gain,91,Weight gain
out,86,Gout
stretch marks,92,Stretch marks
out,86,Gout
out,86,Gout
kidney cancer,92,Kidney cancer
old,86,Cold
old,86,Cold
ever,89,Fever
Miscarriage,100,Miscarriage
bladder infection,94,Bladder infection
infection,89,Infection
blurred vision,93,Blurred vision
nauseous,88,Nauseous
dark discharge,89,Ear discharge
out,86,Gout
all,86,Fall
all,86,Fall
all,86,Fall
thrombosis,90,Thrombosis
diabetes,88,Diabetes
double vision,92,Double vision
out,86,Gout
ever,89,Fever
hot flashes,91,Hot flashes
all,86,Fall
all,86,Fall
confused,88,Confused
all,86,Fall
out,86,Gout
eating,86,Sweating
ever,89,Fever
all,86,Fall
out,86,Gout
all,86,Fall
Could,89,Cold
lyme disease,92,Lyme disease
fatigue,86,Fatigue
back pain,89,Back pain
all,86,Fall
a burning,86,Pain burning
burning sensation,94,Burning sensation
Pain,100,Pain
old,86,Cold
old,86,Cold
ever,89,Fever
old,86,Cold
out,86,Gout
old,86,Cold
ever,89,Fever
ear,86,Fear
throat infection,94,Throat infection
infection,89,Infection
all,86,Fall
bleeding,88,Bleeding
tension,86,Tension
all,86,Fall
anxiety,86,Anxiety
hoarseness,90,Hoarseness
difficulty breathing,95,Difficulty breathing
MS,100,MS
hoarseness,90,Hoarseness
miscarrige,86,Miscarriage
bleeding,88,Bleeding
all,86,Fall
bleeding,88,Bleeding
bleeding,88,Bleeding
bleeding,88,Bleeding
old,86,Cold
ever,89,Fever
old,86,Cold
out,86,Gout
out,86,Gout
all,86,Fall
all,86,Fall
headache,88,Headache
old,86,Cold
out,86,Gout
old,86,Cold
old,86,Cold
old,86,Cold
all,86,Fall
out,86,Gout
miscarriages,87,Miscarriage
nervous,86,Nervous
old,86,Cold
all,86,Fall
age,86,Rage
difficulty seeing,89,Difficulty sleeping
all,86,Fall
all,86,Fall
nervous,86,Nervous
blister,86,Blister
old,86,Cold
all,86,Fall
